class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,c,y,n,f,n,f,c,b,h,e,e,f,f,g,g,p,w,b,p,n,v,u
p,x,f,y,f,y,f,c,b,h,e,b,k,f,g,g,p,n,o,l,h,y,u
e,f,y,u,f,n,n,c,n,h,t,e,s,s,w,w,p,y,o,f,h,s,g
e,c,f,g,t,l,f,w,b,n,t,c,s,f,b,b,p,n,o,e,n,y,m
p,f,g,y,t,a,f,c,b,k,e,b,k,y,p,n,p,w,o,l,k,v,g
p,f,y,y,f,f,f,c,n,g,t,e,k,k,n,n,p,w,o,l,k,s,g
p,b,f,n,f,f,f,c,b,o,e,b,f,f,g,g,p,w,b,e,h,y,u
p,x,s,r,f,n,f,w,n,p,e,z,s,k,w,p,p,w,o,l,w,v,p
p,f,s,y,f,l,n,w,n,g,t,b,s,k,p,b,p,w,o,l,n,v,p
p,s,f,y,t,s,f,d,b,g,e,r,f,f,y,b,p,w,o,c,h,y,d
p,s,g,p,f,m,d,c,b,y,e,r,y,k,p,b,p,w,o,l,h,y,g
p,k,s,c,f,f,n,w,b,w,e,z,k,k,o,o,u,w,o,z,r,v,l
p,x,f,w,t,f,f,d,b,u,e,b,k,k,n,b,p,w,t,l,h,y,w
e,f,f,e,t,n,f,c,b,h,e,e,f,s,p,g,p,w,b,c,k,s,m
p,b,g,g,t,f,d,c,b,o,e,b,y,y,g,g,p,o,b,f,h,y,d
e,b,y,e,t,n,d,c,b,k,e,b,y,s,e,g,p,o,b,f,u,a,d
p,k,f,g,f,f,f,w,b,p,e,z,f,k,b,n,p,w,o,l,w,v,d
p,f,f,n,t,f,a,c,b,u,e,u,k,k,c,c,p,w,t,e,b,n,d
e,k,y,c,t,p,f,w,b,g,e,b,s,s,w,w,p,o,o,f,w,y,g
e,b,f,w,f,n,f,c,b,o,t,b,s,k,p,g,u,w,b,n,h,y,d
p,f,s,g,f,f,f,c,n,o,e,b,k,s,e,p,u,w,b,l,u,v,u
e,b,f,n,f,n,f,c,n,k,t,b,k,s,n,p,p,w,b,p,k,a,d
e,f,f,e,f,n,f,c,b,p,t,u,s,s,p,c,p,y,t,z,b,y,d
p,f,y,y,f,s,f,d,n,h,e,z,y,y,b,b,p,o,o,l,h,v,d
p,x,g,r,t,c,f,c,n,b,e,u,y,s,c,c,p,w,o,f,b,v,w
p,c,y,g,f,l,f,w,b,p,t,c,k,k,b,n,p,w,o,l,n,c,d
p,b,y,u,f,y,f,c,b,b,e,b,k,s,p,p,p,o,b,e,w,a,m
p,x,s,e,f,f,f,c,n,h,t,b,k,k,b,p,u,y,o,s,h,s,d
p,c,y,g,f,f,f,w,b,n,t,c,k,k,b,w,p,w,o,n,h,y,l
e,f,g,g,t,n,d,c,b,u,t,c,s,y,o,p,p,w,o,l,n,c,d
p,x,y,n,f,l,f,c,n,w,e,?,y,y,b,p,p,w,o,e,n,v,l
e,c,s,e,f,n,f,w,n,n,t,b,s,s,b,b,u,w,o,p,n,c,d
p,f,f,b,t,n,f,c,b,g,e,b,f,s,w,n,p,n,b,c,k,v,l
e,b,y,g,f,n,f,c,b,k,t,b,k,s,n,n,p,w,o,n,k,y,d
p,k,y,c,f,f,f,w,n,p,e,z,k,k,w,n,p,w,o,l,w,v,w
e,f,f,b,t,f,a,c,b,w,e,c,s,f,w,g,p,w,o,e,k,c,d
p,x,f,c,f,c,n,c,b,b,e,b,s,k,c,n,p,w,t,l,b,y,p
p,k,f,w,f,f,n,c,n,g,e,b,s,s,n,o,p,y,o,l,r,v,d
p,f,g,g,t,m,f,d,b,g,e,b,y,k,n,p,p,o,o,l,h,y,g
e,f,s,e,t,f,f,c,b,n,t,b,s,s,o,o,u,y,o,z,r,v,g
p,f,g,e,t,n,f,c,b,h,e,b,k,y,e,e,p,w,o,l,u,y,g
p,f,f,y,f,c,a,c,b,u,e,b,f,f,c,c,p,w,t,l,b,n,m
p,c,f,p,f,f,n,c,n,g,e,b,k,s,n,g,u,w,o,l,h,s,u
p,x,f,w,f,f,d,w,b,g,e,b,y,k,o,b,p,w,o,l,h,v,p
p,s,s,y,f,s,f,c,n,p,t,r,k,k,p,y,u,y,t,l,y,v,g
p,f,f,y,f,l,n,c,n,h,t,b,k,k,b,b,p,w,o,l,h,v,w
p,x,f,g,f,y,a,c,b,p,e,b,k,k,g,g,p,w,b,c,h,a,u
e,f,y,e,f,n,f,c,n,u,t,z,s,k,b,g,p,w,o,p,k,v,d
p,f,f,y,f,f,f,d,n,r,t,r,k,k,y,y,u,w,t,l,y,v,d
p,x,f,y,f,c,a,d,b,b,e,b,f,k,c,p,p,n,t,c,b,v,g
e,x,f,u,t,s,f,c,b,b,t,b,k,k,y,y,p,w,o,p,y,v,u
p,s,y,y,f,m,f,d,b,r,t,r,k,k,p,p,p,w,t,p,h,v,p
p,x,f,y,f,m,f,c,b,h,e,b,f,k,b,p,p,w,t,l,o,v,p
e,f,y,y,t,n,n,c,n,p,t,b,s,s,p,p,p,y,o,z,k,y,d
p,c,y,g,t,f,d,w,b,p,e,b,k,y,o,o,p,w,o,l,r,y,p
e,f,y,u,f,p,f,c,n,w,t,b,k,k,w,w,p,w,o,p,k,v,d
p,x,y,y,t,f,d,c,b,g,e,e,y,k,b,b,p,w,b,l,u,s,g
p,b,f,n,f,l,a,w,b,w,e,b,f,k,b,b,p,n,o,c,n,v,m
p,b,y,y,t,f,d,c,b,k,e,b,y,y,b,b,p,w,b,l,k,v,d
p,x,s,n,f,a,f,c,n,o,e,b,s,s,w,w,p,w,b,p,k,a,g
e,f,f,y,f,n,f,c,n,h,t,b,k,k,g,g,u,w,o,n,h,v,d
p,x,g,c,f,c,f,d,b,u,e,b,y,k,c,c,p,o,o,f,b,y,g
p,k,f,r,f,f,n,c,b,h,e,z,s,s,b,o,p,w,o,s,h,v,m
p,f,f,c,f,y,a,c,b,k,e,b,k,k,g,g,p,n,o,c,h,a,u
e,f,y,n,t,n,a,c,b,w,e,b,s,s,e,w,p,n,o,e,k,v,d
p,x,g,y,f,f,d,c,b,n,e,b,y,k,b,b,p,w,o,l,n,c,w
p,k,g,g,t,l,d,w,b,w,e,z,k,y,b,b,p,o,o,l,h,v,d
e,f,y,e,t,n,d,c,b,w,e,b,y,y,e,e,p,w,b,p,n,v,d
e,f,y,e,t,p,d,w,b,g,t,z,s,s,p,w,p,o,o,l,w,v,d
p,c,s,b,t,f,f,c,b,p,e,b,f,f,b,w,p,n,o,e,n,v,g
p,x,g,g,t,f,d,c,b,u,e,b,y,y,p,y,p,o,t,l,h,n,g
p,f,y,b,f,f,f,c,b,g,e,c,k,k,b,b,u,w,o,l,h,c,u
p,b,y,c,f,y,f,c,b,k,e,b,y,y,g,g,p,o,b,l,h,a,p
p,x,f,r,f,f,f,c,b,w,t,z,k,k,o,o,p,w,o,l,r,v,p
p,k,y,w,f,f,n,w,n,g,t,b,k,s,b,o,p,y,o,l,h,v,w
p,f,g,y,f,f,d,c,b,y,e,b,k,y,c,p,p,w,t,f,b,v,p
e,f,f,b,t,y,f,c,b,w,t,e,s,s,w,w,p,n,b,p,h,y,g
p,x,y,g,t,f,d,w,b,p,e,c,k,k,o,o,p,o,o,l,r,v,m
p,f,y,e,f,f,f,w,b,p,t,c,s,s,o,p,p,y,o,l,r,v,g
p,x,g,g,f,l,d,w,b,p,e,z,k,y,b,b,p,o,o,l,h,y,p
e,f,f,y,t,y,f,c,b,h,e,b,f,f,g,p,p,n,b,e,h,s,d
e,f,y,b,t,n,f,c,n,p,t,e,s,k,p,w,u,w,o,n,u,s,u
e,f,y,w,f,c,f,c,n,b,t,b,k,k,c,p,p,w,t,n,b,n,p
p,f,f,y,f,f,n,c,n,y,t,b,k,s,b,p,u,w,t,z,h,v,g
p,k,f,r,t,p,a,w,b,g,e,b,f,k,b,p,p,n,o,e,h,y,p
e,f,y,u,f,a,f,c,n,o,t,b,s,s,g,p,p,w,o,z,k,y,w
p,x,y,g,f,p,f,w,n,g,e,b,k,k,w,b,p,w,o,p,h,y,w
e,x,f,g,t,s,f,d,b,u,t,b,f,f,y,y,p,n,o,c,y,v,d
p,x,y,y,f,f,f,c,n,y,e,r,k,k,y,y,p,w,t,l,h,v,p
p,f,y,b,f,a,n,c,b,p,t,e,k,s,p,n,u,y,o,z,k,s,d
p,x,s,p,f,f,f,w,n,p,t,c,k,s,n,p,p,w,o,s,w,c,d
e,f,f,b,f,m,f,w,n,y,e,r,f,s,w,p,p,y,o,s,o,v,m
p,b,f,r,f,a,a,c,b,h,e,b,f,f,n,n,p,w,b,e,k,a,d
p,b,f,g,t,y,d,c,b,o,e,b,k,y,g,g,p,o,o,l,h,a,g
p,x,s,g,f,p,f,c,b,h,e,z,k,k,w,w,p,w,o,s,w,v,l
p,f,y,g,f,f,f,w,n,w,e,b,k,k,w,w,p,w,o,l,h,v,g
p,x,s,e,t,c,a,c,b,w,t,b,f,s,w,c,p,n,o,c,h,s,u
p,k,y,u,f,f,f,c,b,g,t,z,k,k,n,n,u,w,o,p,h,v,d
p,x,y,g,t,p,f,c,b,n,e,b,f,f,n,w,p,w,o,l,w,c,g
p,k,f,y,t,f,a,w,b,g,e,b,f,f,o,o,p,w,o,c,r,v,w
p,f,f,g,f,f,f,c,n,h,e,r,s,k,n,y,u,y,o,l,h,y,p
p,x,f,n,t,c,f,d,b,b,e,u,f,f,c,c,p,n,t,e,b,y,d
e,b,f,u,t,y,f,c,n,w,t,b,s,s,g,w,u,w,o,p,k,y,d
p,x,f,y,f,p,d,w,b,p,e,b,y,k,w,w,p,o,o,l,h,c,u
p,x,f,u,f,m,f,d,n,h,t,b,k,k,b,p,u,w,o,l,h,n,p
e,f,s,p,t,n,n,c,n,e,t,e,s,s,e,e,u,w,b,p,k,y,d
p,f,y,b,f,y,f,c,b,e,e,e,f,f,g,p,p,n,o,e,h,s,p
p,b,f,n,t,n,f,c,b,k,e,b,k,f,e,e,p,w,b,c,u,a,m
p,c,f,y,t,p,f,w,b,p,e,b,k,f,p,w,p,w,o,e,h,c,u
e,f,f,b,t,n,f,c,b,w,t,b,s,k,n,w,p,w,o,p,k,y,u
p,x,y,c,f,f,f,d,b,u,t,u,k,k,p,p,u,w,t,l,h,n,l
p,b,f,r,f,y,f,c,b,g,e,b,k,f,g,p,p,w,b,l,h,y,p
e,b,y,c,t,n,d,d,b,p,t,b,y,s,y,y,p,o,t,f,y,n,d
e,f,f,g,t,c,f,d,b,r,t,r,f,s,c,c,p,n,o,p,b,y,d
p,x,y,u,f,f,f,c,n,w,t,b,k,k,b,n,u,w,o,n,n,v,d
p,b,f,w,f,a,a,c,b,o,e,b,k,k,p,n,p,n,b,l,k,v,p
p,f,f,c,t,n,f,c,b,k,e,b,k,f,e,b,p,n,b,l,h,a,d
p,f,s,b,f,n,n,c,b,e,e,e,k,s,e,p,p,w,b,z,u,s,p
p,s,f,e,t,c,f,d,b,h,e,r,k,k,c,c,p,n,o,c,h,y,g
p,k,y,g,f,l,f,c,b,p,e,z,f,f,b,b,p,n,o,l,n,y,d
p,f,y,b,f,f,f,c,n,k,t,b,k,k,e,w,p,w,b,n,h,a,u
e,f,f,e,t,y,f,c,b,k,t,b,y,s,p,p,p,w,b,l,h,a,u
p,f,f,n,f,a,f,c,b,h,e,?,k,f,n,n,p,n,o,c,k,v,p
e,x,y,n,t,n,f,c,n,n,t,b,k,k,c,w,p,w,t,p,n,n,d
p,x,f,g,f,m,f,w,b,n,e,b,f,s,w,p,p,w,t,c,k,v,d
p,x,s,c,f,s,f,d,n,b,e,r,k,k,y,y,u,w,o,p,n,y,d
p,c,f,n,t,y,a,w,b,b,e,?,s,f,o,w,p,w,o,c,r,c,l
p,f,f,g,t,c,f,d,b,g,e,r,k,k,c,c,p,w,t,c,h,y,p
p,s,f,g,t,c,a,c,b,r,e,r,k,k,b,c,p,w,o,l,b,y,w
p,b,s,g,t,f,f,c,n,w,t,b,s,f,n,n,p,w,b,p,h,a,d
p,f,y,g,f,f,f,c,n,h,t,e,k,k,e,p,u,w,o,l,u,s,w
p,x,f,w,t,p,a,w,b,p,e,b,f,k,b,w,p,n,o,l,w,v,d
p,s,y,g,f,f,n,c,n,r,t,r,s,s,y,y,p,w,t,s,y,y,p
p,f,f,p,t,f,a,c,b,h,e,b,k,f,g,b,p,w,b,e,h,y,w
p,c,s,p,f,f,f,w,n,p,t,c,s,s,b,b,u,w,o,s,n,y,d
p,b,y,g,t,y,d,c,b,k,e,b,k,y,n,p,p,w,b,l,h,a,l
p,b,f,g,f,f,n,c,n,h,e,b,k,k,e,e,u,w,o,z,u,a,g
p,x,f,y,f,s,f,c,b,r,e,b,k,k,b,b,p,o,t,l,y,y,g
p,k,f,y,t,p,f,c,b,p,e,z,k,f,w,w,p,w,o,l,w,v,g
p,x,f,y,t,f,a,d,b,b,e,b,k,k,n,b,p,n,t,e,h,v,g
p,x,s,b,f,f,n,w,b,g,e,c,s,k,o,p,p,y,o,s,h,c,u
p,x,y,y,f,a,f,c,b,h,e,e,k,k,n,p,p,w,b,n,k,v,u
p,b,s,g,f,n,n,c,n,o,t,b,s,s,e,w,p,w,b,z,u,v,u
p,s,f,g,f,s,f,d,b,y,e,r,k,k,y,y,p,w,o,p,h,y,g
p,s,g,g,t,s,d,d,b,y,e,b,k,k,y,y,p,w,t,l,y,y,w
p,s,y,g,f,s,n,d,b,p,e,r,s,k,n,y,p,w,o,s,h,y,d
p,k,g,w,f,p,f,w,b,p,e,b,y,k,w,w,p,w,o,l,w,y,l
p,f,s,p,f,a,f,c,n,e,e,e,s,k,b,n,p,y,o,z,h,v,d
p,f,s,p,f,f,n,c,b,h,t,b,s,s,g,g,p,y,o,z,h,s,p
p,k,s,r,f,f,f,c,b,w,e,z,s,s,w,b,u,w,o,l,h,y,p
e,f,s,p,f,m,f,c,n,p,t,r,s,s,w,w,p,w,o,p,n,v,l
p,f,f,r,f,s,f,d,n,h,e,b,k,s,n,p,u,y,o,s,y,n,d
p,f,f,p,t,f,f,c,b,e,e,e,f,f,b,e,p,w,b,l,h,s,p
p,f,y,c,f,f,f,w,b,h,t,z,k,k,o,p,p,w,o,l,r,v,l
p,x,f,n,t,l,f,c,b,g,e,z,f,f,b,p,p,n,o,c,h,v,g
p,x,f,w,t,p,a,c,b,g,e,b,f,k,p,w,p,n,o,e,h,v,m
p,x,s,g,f,c,f,d,n,h,e,u,k,s,c,c,p,y,o,l,b,n,d
p,k,y,y,f,l,f,w,b,w,t,z,k,k,b,p,p,w,o,n,h,y,g
p,f,s,w,f,y,f,c,n,p,t,e,s,s,w,g,p,w,b,p,h,s,u
p,b,f,r,f,f,a,c,b,h,e,b,k,f,g,g,p,n,o,l,h,a,g
p,f,f,y,t,f,a,w,b,p,e,b,k,k,b,p,p,w,o,c,n,c,d
p,f,g,p,t,f,d,d,b,h,e,b,f,k,p,p,p,n,o,c,o,n,p
p,f,y,y,f,a,f,c,b,o,t,b,k,k,n,b,u,w,b,l,h,y,m
p,f,y,y,f,p,f,w,b,g,e,z,k,k,b,w,p,w,o,p,h,v,d
p,f,s,g,f,c,f,c,n,g,t,b,s,s,c,b,u,y,t,s,b,y,p
p,x,y,b,f,f,a,d,b,r,e,r,k,k,p,p,p,n,t,e,o,y,l
p,k,f,y,f,f,n,w,b,w,e,z,s,s,o,p,u,y,o,l,h,y,p
p,f,f,w,f,s,f,c,n,g,e,b,k,k,p,b,p,w,t,l,y,n,g
p,x,f,n,f,f,d,d,b,p,e,u,y,k,n,b,p,o,o,l,o,y,d
p,f,y,g,f,f,f,w,b,n,t,b,k,k,n,n,p,w,o,p,h,c,d
p,x,g,y,t,y,f,c,b,g,e,b,y,k,n,b,p,w,b,l,h,v,d
p,x,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,c,w,s,g
p,k,g,c,f,f,d,w,b,p,e,z,k,y,b,b,p,w,o,l,n,y,g
p,b,f,b,t,a,a,c,b,o,t,b,f,f,n,w,p,n,o,p,k,s,u
p,f,y,e,t,f,f,c,b,h,e,b,y,y,n,b,p,w,b,l,k,s,d
p,s,y,b,t,s,f,d,b,r,e,b,k,f,y,n,p,w,t,l,h,v,l
p,x,f,p,f,f,f,w,b,p,e,b,k,y,n,o,p,w,o,l,h,c,d
p,c,f,y,f,f,f,w,b,p,e,c,f,f,w,w,p,w,o,e,w,c,g
p,x,y,y,f,y,f,c,n,e,e,b,k,k,g,g,p,w,o,s,h,v,g
e,c,y,g,f,p,n,w,n,u,t,c,s,s,w,g,u,y,o,p,w,c,d
p,f,y,w,f,f,f,w,n,g,t,b,s,s,o,p,p,y,o,s,r,v,p
p,x,y,g,t,f,f,c,b,p,e,b,k,y,o,n,p,o,o,l,r,c,d
p,k,f,y,t,p,a,w,b,w,e,b,k,f,p,b,p,n,o,c,w,v,w
p,f,s,w,f,f,n,d,b,h,t,b,s,s,c,c,u,y,t,z,h,v,l
p,c,s,y,f,f,f,w,b,p,e,c,s,s,n,p,u,w,t,p,h,n,d
p,x,y,g,t,c,d,d,b,h,e,r,y,k,c,p,p,w,o,l,b,y,p
p,f,s,g,f,f,n,c,b,g,e,e,s,s,n,b,p,w,o,l,k,y,g
p,x,g,p,t,f,f,c,b,g,e,e,k,y,g,g,p,o,b,l,h,s,p
p,x,f,g,f,c,a,c,n,p,e,c,s,s,w,w,p,w,o,e,k,s,d
p,x,y,n,f,f,f,w,b,g,e,b,k,k,n,n,u,w,o,p,r,y,d
p,x,s,y,f,m,f,d,n,g,e,b,k,s,p,n,p,y,o,s,o,y,g
p,c,f,y,f,f,f,c,b,n,t,b,k,k,o,p,p,w,o,p,r,c,u
p,k,y,w,f,p,f,c,b,w,e,b,k,k,w,w,p,w,o,l,w,v,l
p,f,f,g,f,f,f,w,b,p,t,c,k,k,w,w,p,w,o,n,w,v,g
p,s,f,g,t,c,f,d,b,h,e,b,f,k,c,n,p,n,t,l,h,v,u
p,x,g,c,t,f,f,d,b,h,e,b,k,y,b,n,p,o,b,l,h,y,g
p,b,f,c,f,y,d,c,b,k,e,b,k,k,b,g,p,w,b,l,h,a,d
p,c,s,g,f,f,f,w,b,h,e,b,k,k,o,o,p,w,o,s,r,c,d
p,x,s,g,f,p,f,w,n,p,t,c,k,s,w,w,p,y,o,z,h,c,m
p,x,s,u,f,f,n,c,n,b,t,b,k,s,p,b,u,w,t,s,h,y,p
p,f,y,e,f,p,f,w,b,p,t,c,k,k,p,n,u,w,o,n,h,c,u
p,x,f,y,f,c,f,c,b,h,e,r,k,k,c,c,p,w,t,p,b,y,g
e,x,y,u,f,c,f,d,n,w,t,u,k,f,c,n,u,w,o,e,b,v,d
p,b,f,u,t,y,d,c,b,p,e,b,k,y,g,g,p,o,b,f,h,a,p
p,x,y,y,f,a,f,c,b,e,e,b,k,k,n,p,u,w,b,l,h,y,l
p,f,g,y,t,f,f,w,b,g,e,z,k,k,p,p,p,w,o,l,h,v,g
p,b,y,g,f,a,f,c,n,h,t,b,k,k,n,b,p,w,b,l,h,a,p
p,x,f,g,f,m,f,c,b,b,e,b,k,k,b,p,p,w,t,l,o,y,p
p,f,f,n,f,c,a,d,b,p,e,b,k,k,p,p,p,w,o,l,b,v,m
e,f,s,p,t,n,a,c,b,e,e,?,f,f,e,e,p,w,t,e,u,s,u
p,s,y,p,f,f,f,d,n,r,t,b,k,k,n,c,u,w,t,l,h,y,g
p,x,f,u,f,f,f,c,n,g,t,b,k,k,b,b,p,w,b,n,h,a,u
p,s,y,g,f,c,f,d,n,y,e,r,k,k,p,b,u,w,t,n,b,y,u
p,c,f,g,f,f,f,w,b,g,e,b,f,f,o,o,p,w,o,e,r,y,p
p,x,f,y,t,f,f,d,b,u,e,z,f,k,w,b,p,n,o,c,h,v,d
p,f,y,g,f,f,f,c,n,e,e,b,k,k,e,n,p,w,o,n,h,s,m
p,f,y,g,f,a,f,c,b,h,e,b,k,k,n,n,p,w,o,l,k,v,g
e,k,f,y,t,y,a,c,b,h,e,e,f,f,w,e,p,w,t,e,w,c,w
p,k,g,u,t,p,f,c,b,g,e,b,k,y,p,w,p,o,o,l,h,v,p
p,f,y,y,f,f,f,d,n,y,e,b,k,k,p,p,u,w,t,l,o,y,l
p,f,f,g,f,f,f,c,b,h,e,b,k,k,g,n,p,w,b,c,h,s,d
p,c,y,g,f,f,f,w,b,p,e,c,k,k,n,b,u,w,o,n,w,c,g
p,x,s,b,f,c,n,d,n,r,e,b,s,s,c,c,u,w,o,l,h,y,p
p,b,f,n,t,f,a,c,b,p,e,b,k,k,n,b,p,n,o,e,k,a,u
p,k,y,g,f,f,f,w,n,g,t,z,k,k,p,o,u,w,o,n,r,y,u
p,c,y,u,f,s,n,d,b,g,t,u,s,k,y,n,u,w,o,l,h,y,m
p,f,f,g,f,f,n,c,b,b,e,u,k,k,n,n,p,w,o,l,b,n,d
p,c,f,y,f,f,a,c,b,n,e,c,k,f,p,p,p,n,o,l,n,c,p
p,f,f,g,t,n,d,c,b,g,e,e,y,y,n,e,p,w,b,l,h,s,g
p,x,f,r,f,c,f,c,b,u,e,u,k,f,p,c,p,n,t,l,h,y,l
p,f,y,p,f,l,f,c,b,n,t,c,k,k,p,b,u,w,o,n,h,y,p
e,f,y,g,t,c,a,d,b,w,t,r,f,f,c,w,p,n,o,p,n,y,d
p,b,y,c,t,f,d,c,b,k,e,b,y,y,p,b,p,o,b,l,h,y,m
p,f,y,w,f,a,n,c,b,g,t,b,s,k,n,n,u,w,o,s,h,a,d
p,f,f,g,f,n,f,c,b,h,e,e,f,f,b,e,p,n,o,e,u,s,w
p,b,f,w,f,f,f,c,b,p,e,b,f,f,g,g,p,n,b,e,h,a,l
p,f,s,b,f,n,n,c,b,e,t,e,k,k,b,e,u,y,o,l,u,s,g
p,x,f,y,t,f,a,c,b,g,e,b,k,f,p,n,p,n,o,l,k,y,p
p,b,f,y,t,f,f,c,b,k,e,b,f,f,b,b,p,w,o,l,u,y,d
p,c,y,e,f,f,f,c,n,g,e,c,k,k,w,c,u,w,t,l,b,n,g
p,s,y,b,f,m,a,d,b,y,e,b,f,k,p,b,p,n,o,e,o,y,d
p,x,g,g,f,m,f,d,b,u,e,u,y,k,p,p,p,o,o,l,o,v,g
p,b,f,y,t,y,f,c,b,h,e,b,f,f,p,b,p,n,b,e,h,a,p
p,k,f,g,t,f,a,c,b,g,e,b,k,f,b,b,p,w,o,l,w,v,g
p,x,y,g,f,f,f,c,n,g,t,b,k,k,b,p,u,w,o,l,h,y,d
p,f,f,g,f,y,a,c,b,h,e,b,k,k,g,g,p,w,b,c,h,y,g
p,f,y,y,t,f,f,c,b,n,e,c,y,y,p,p,p,o,o,l,w,c,p
p,f,y,p,f,f,f,d,b,r,e,b,k,k,p,y,p,w,o,n,y,y,m
p,x,f,u,f,f,n,d,n,g,e,u,s,k,c,c,u,y,t,l,h,n,l
p,f,y,n,f,a,f,c,b,p,e,b,f,f,n,n,p,w,o,e,k,a,g
p,f,y,c,f,m,f,d,b,b,e,b,k,k,b,p,p,w,o,n,o,y,g
p,f,s,w,f,f,n,w,b,p,t,b,s,s,n,b,u,w,o,l,b,n,p
e,x,y,r,t,n,a,w,b,p,e,?,f,f,w,w,p,w,o,e,h,v,d
p,s,y,g,f,f,f,d,b,y,e,r,k,k,n,c,p,o,o,l,h,y,u
p,b,g,u,t,y,f,c,b,g,e,b,k,k,g,g,p,o,b,l,h,a,u
p,x,f,c,t,s,f,d,b,b,e,u,k,s,w,w,p,n,o,e,w,n,p
p,f,y,r,t,l,f,c,b,g,e,b,f,k,b,n,p,w,o,e,n,v,l
p,c,y,n,t,l,d,w,n,w,e,c,k,y,b,n,p,w,o,e,n,c,d
p,k,s,r,f,f,n,c,n,w,e,b,k,s,b,o,u,w,o,s,r,y,u
p,c,g,p,t,f,d,w,b,p,e,b,y,k,b,w,p,o,o,f,h,v,m
p,k,y,r,f,f,f,c,n,g,e,z,k,s,o,p,u,w,o,z,r,v,g
p,f,g,g,f,y,d,c,b,g,e,b,k,k,g,g,p,o,o,l,h,y,g
p,b,y,n,f,a,f,c,b,p,e,b,k,k,p,p,p,w,b,p,k,a,d
p,k,g,w,f,l,d,w,b,g,e,z,y,y,b,p,p,o,o,f,h,v,d
p,x,y,r,f,f,f,c,b,g,t,b,k,k,n,e,u,y,b,l,h,a,d
p,x,y,g,f,a,f,c,n,p,t,b,k,k,n,n,u,w,o,l,k,s,g
p,x,y,c,f,n,f,c,b,g,e,b,k,k,p,n,p,n,o,c,u,a,g
e,f,y,e,t,n,f,c,b,w,t,e,s,y,e,e,p,o,o,p,u,s,p
p,c,y,y,f,f,f,c,n,n,t,c,k,k,b,n,p,w,o,l,h,y,p
p,x,f,y,f,m,a,d,b,b,e,b,k,f,p,p,p,w,o,l,h,n,d
p,f,f,y,f,f,f,d,b,b,e,b,k,k,n,n,u,y,t,s,h,n,l
p,s,f,y,t,f,a,d,b,p,e,r,f,k,c,c,p,n,o,l,b,v,p
p,f,g,g,t,l,d,w,b,n,e,b,y,y,b,b,p,o,o,f,h,y,g
p,c,y,y,f,f,f,w,n,h,e,c,k,k,o,p,p,w,o,p,r,c,g
p,s,g,y,t,c,d,d,b,g,e,b,y,y,c,c,p,o,t,f,h,y,p
p,f,s,b,t,c,f,c,n,u,t,b,k,s,w,w,u,w,t,p,h,s,u
p,f,y,g,f,a,f,c,n,r,e,r,y,k,p,p,p,o,o,l,o,y,g
p,x,s,w,f,y,f,c,b,k,e,b,k,s,g,g,u,w,o,z,h,v,p
p,f,f,g,f,p,f,c,n,g,e,b,k,k,w,n,u,w,o,p,w,c,d
p,f,s,g,f,y,n,c,b,e,t,e,s,k,b,n,p,y,b,l,h,y,g
p,f,f,e,t,m,d,c,b,p,e,b,y,y,p,p,p,w,t,l,o,y,d
p,f,y,e,f,a,f,c,b,h,t,e,k,k,n,n,u,w,o,l,k,s,g
p,x,g,g,f,m,f,d,b,p,e,u,k,k,p,p,p,o,t,f,h,n,g
e,x,f,p,t,n,f,c,b,n,e,c,f,f,w,w,p,w,o,e,w,c,w
p,k,f,n,f,l,f,w,b,g,t,z,k,k,p,b,u,y,o,z,n,v,u
p,f,f,e,f,f,f,c,n,h,e,e,k,k,e,p,p,w,b,n,h,y,l
p,s,y,g,f,f,f,c,b,g,t,b,k,k,p,n,p,w,o,n,h,y,d
p,x,g,y,t,f,d,c,b,y,e,b,k,y,y,y,p,o,t,f,y,y,p
p,f,y,w,t,f,f,d,b,b,e,u,y,k,p,p,p,w,t,l,h,n,d
p,c,f,y,t,f,d,c,b,h,e,c,k,k,o,o,p,y,o,l,h,s,g
p,b,y,e,t,p,f,w,n,w,t,b,s,k,w,w,u,w,o,n,w,c,l
p,b,s,b,f,a,f,c,b,o,t,b,s,s,w,w,u,w,o,s,h,a,l
p,s,y,g,f,c,f,d,n,r,t,r,k,k,c,p,p,w,t,n,h,y,p
p,c,f,p,t,f,f,w,b,g,e,c,f,f,o,o,p,w,o,c,h,c,d
p,s,y,g,f,s,f,d,b,y,e,r,k,k,p,y,p,w,o,c,h,y,p
p,c,y,y,f,f,f,c,b,p,t,b,k,k,b,o,p,w,o,l,r,v,p
p,b,y,g,f,f,f,c,n,o,t,b,k,k,n,g,u,w,o,l,h,a,m
p,b,y,y,f,a,f,c,n,h,t,b,k,k,p,n,u,w,o,n,k,v,m
p,x,s,p,f,c,n,d,n,y,t,b,s,s,c,p,u,y,o,l,b,v,d
p,x,g,g,t,f,d,d,b,p,e,u,y,k,b,p,p,w,t,l,h,y,u
p,x,s,c,t,f,f,c,b,w,t,z,f,f,w,o,p,w,o,p,h,v,l
